,studyno,version,survey,caseid,uniqid,countid,country,isocntry,phone,q1,q2_1,q2_2,q2_3,q2_4,q2b,q2c,q2d,q3,q4_1,q4_2,q4_3,q4_4,q4_5,q4_6,q4_7,q4_8,q4_9,q5,q6,q7_1,q7_2,q7_3,q7_4,q7_5,q7_6,q7_7,q7_8,q7_9,q7_10,q7_11,q8_1,q8_2,q8_3,q8_4,q8_5,q8_6,q8_7,q8_8,q8_9,q8_10,q9,q10,q11_1,q11_2,q11_3,q11_4,q11_5,q11_6,q11_7,q11_8,q12,q13,q14,q15,q16,q17,q18_1,q18_2,q18_3,q19,q20,q21,q22,q23,vd1,d1r1,d1r2,d2,d3a_1,d3a_2,d3a_3,d3a_4,d3a_5,d3a_6,d3a_7,d3a_8,d3a_9,d3a_10,d3a_11,d3a_12,d3a_13,d3a_14,d3a_15,d3a_16,d3a_17,d3a_18,d3a_19,d3a_20,d3a_21,d3a_22,d3a_23,d3a_24,d3a_25,d3a_26,d3a_27,d3a_98,d3a_99,d3b_9,d3b_13,d3b_18,d3b_23,d3b_24,d3b_26,d3b_32,d3b_43,vd4,d4,d5,d5r,d12be,d12rbe,d12at,d12rat,d12bg,d12cy,d12cz,d12dk,d12ee,d12de,d12el,d12rel,d12es,d12res,d12fi,d12fr,d12rfr,d12uk,d12hu,d12ie,d12it,d12rit,d12lt,d12lu,d12lv,d12nl,d12rnl,d12pl,d12rpl,d12pt,d12ro,d12se,d12si,d12sk,d12mt,d12hr,d13,d18,d20,d18d20,vd22,d22,vbel,vden,vger,vgre,vspa,vfra,virl,vita,vlux,vnet,vaut,vpor,vfin,vswe,vuk,vcyr,vcz,vee,vhu,vlv,vlt,vmt,vpl,vsk,vsi,vbul,vro,vhr,veu6,veu9,veu10,veu12,veunew3,veu15,euzone13,nozone13,vnpm10,vnpm12,veu25,veu27,euzone15,nozone15,euzone16,nozone16,nzo17nms,euzone17,nozone17,w1,w5,w6,w7,w9,w10,w11,w13,w14,w22,w24,w29,w30,w81,w82,w89,w90,wex
3021,5798,1.0.0 (2013-07-12),367,1464,5001464,5,12,ES,1,3,3,3,3,3,2,2,2,4,5.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3,2.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,0,1,0,0,0,0,0,0,2,2,3,1,2,2,2.0,1.0,1.0,2,2,1,2,4,57,4,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,15,1,19,4.0,,,,,,,,,,,,,12.0,3.0,,,,,,,,,,,,,,,,,,,,,,,4,1,1,3,99,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1.0118,0.0,0.0,0.0,1.510265,0.0,1.789456,0.0,2.428638,2.476052,0.0,2.05825,0.0,2.172368,0.0,2.313586,0.0,39589.511719
3022,5798,1.0.0 (2013-07-12),367,1499,5001499,5,12,ES,2,2,2,2,1,4,2,3,1,1,3.0,1.0,2.0,3.0,2.0,1.0,1.0,4.0,4,3.0,2,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3,1,0,0,0,0,1,0,0,1,3,3,1,1,4,1.0,1.0,2.0,2,3,1,2,4,56,4,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,20,3,11,2.0,,,,,,,,,,,,,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,2,1,1,3,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0.5112,0.0,0.0,0.0,0.763044,0.0,0.904101,0.0,1.227041,1.250996,0.0,1.039907,0.0,1.097564,0.0,1.168912,0.0,20002.132812
3023,5798,1.0.0 (2013-07-12),367,1680,5001680,5,12,ES,1,2,1,2,1,3,1,2,1,2,3.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,1,2.0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,2,2,1,0,0,1,1,1,0,0,2,2,2,1,2,4,1.0,1.0,1.0,2,2,1,3,4,40,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,18,2,17,4.0,,,,,,,,,,,,,12.0,3.0,,,,,,,,,,,,,,,,,,,,,,,3,1,1,3,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0.6147,0.0,0.0,0.0,0.917533,0.0,1.08715,0.0,1.475473,1.504278,0.0,1.250451,0.0,1.319781,0.0,1.405575,0.0,24051.861328
3024,5798,1.0.0 (2013-07-12),367,1494,5001494,5,12,ES,1,4,2,1,2,3,3,2,1,1,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2,2.0,2,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,2,2,3,2,2,1.0,1.0,1.0,2,3,1,3,4,65,4,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,14,1,17,4.0,,,,,,,,,,,,,9.0,5.0,,,,,,,,,,,,,,,,,,,,,,,1,1,1,3,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,2.5745,0.0,0.0,0.0,3.842832,0.0,4.553226,0.0,6.179609,6.300252,0.0,5.237166,0.0,5.527537,0.0,5.886861,0.0,100734.53125
3025,5798,1.0.0 (2013-07-12),367,10271,5010271,5,12,ES,1,2,4,1,3,4,3,3,2,5,2.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0,2,3.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,2,3,4,1,1,3,2.0,1.0,1.0,4,3,1,1,3,47,3,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,24,3,20,4.0,,,,,,,,,,,,,9.0,5.0,,,,,,,,,,,,,,,,,,,,,,,2,1,1,3,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1.0776,0.0,0.0,0.0,1.608482,0.0,1.905829,0.0,2.586579,2.637076,0.0,2.192103,0.0,2.313643,0.0,2.464044,0.0,42164.121094
3026,5798,1.0.0 (2013-07-12),367,1665,5001665,5,12,ES,1,3,1,2,1,3,1,2,1,2,3.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,4,3.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,3,1,0,0,0,0,1,0,0,1,3,4,1,1,3,1.0,1.0,1.0,3,3,1,1,1,55,4,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,22,3,20,4.0,,,,,,,,,,,,,12.0,3.0,,,,,,,,,,,,,,,,,,,,,,,2,1,1,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0.7068,0.0,0.0,0.0,1.055006,0.0,1.250037,0.0,1.696542,1.729663,0.0,1.437805,0.0,1.517523,0.0,1.616172,0.0,27655.533203
3027,5798,1.0.0 (2013-07-12),367,1593,5001593,5,12,ES,1,1,2,1,1,4,3,3,1,6,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1,2.0,5,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,2,3,3,4,2,2,1.0,1.0,1.0,1,3,1,5,3,54,3,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,18,2,2,1.0,,,,,,,,,,,,,9.0,5.0,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0.6311,0.0,0.0,0.0,0.942013,0.0,1.116155,0.0,1.514838,1.544412,0.0,1.283813,0.0,1.354993,0.0,1.443076,0.0,24693.556641
3028,5798,1.0.0 (2013-07-12),367,10434,5010434,5,12,ES,2,2,2,2,1,2,2,3,2,1,2.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,3,3.0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,2,1,0,0,0,0,1,0,0,3,3,3,2,2,3,2.0,1.0,1.0,3,3,1,2,1,43,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,24,3,9,2.0,,,,,,,,,,,,,15.0,5.0,,,,,,,,,,,,,,,,,,,,,,,1,1,1,3,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0.7302,0.0,0.0,0.0,1.089934,0.0,1.291422,0.0,1.75271,1.786927,0.0,1.485406,0.0,1.567764,0.0,1.669678,0.0,28571.123047
3029,5798,1.0.0 (2013-07-12),367,1693,5001693,5,12,ES,2,3,1,1,2,1,2,1,2,2,2.0,3.0,1.0,4.0,1.0,1.0,2.0,1.0,3,1.0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,1,3,3,1,2,3,1.0,1.0,1.0,2,3,1,2,4,51,3,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,15,1,17,4.0,,,,,,,,,,,,,9.0,5.0,,,,,,,,,,,,,,,,,,,,,,,2,1,1,3,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0.7936,0.0,0.0,0.0,1.184569,0.0,1.40355,0.0,1.904889,1.942078,0.0,1.614377,0.0,1.703886,0.0,1.814649,0.0,31051.826172
3030,5798,1.0.0 (2013-07-12),367,10409,5010409,5,12,ES,2,3,3,2,2,3,3,3,2,2,2.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,2,2.0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,3,0,0,0,1,0,1,0,0,2,2,2,4,1,3,2.0,1.0,1.0,3,3,1,1,4,35,2,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,22,3,10,2.0,,,,,,,,,,,,,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,1,1,1,3,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0.6429,0.0,0.0,0.0,0.959626,0.0,1.137024,0.0,1.543162,1.573289,0.0,1.307817,0.0,1.380328,0.0,1.470058,0.0,25155.265625
3031,5798,1.0.0 (2013-07-12),367,10417,5010417,5,12,ES,2,1,1,1,1,2,2,2,1,1,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3,1.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,1,0,0,1,1,1,0,0,2,2,2,1,2,3,1.0,1.0,1.0,1,2,1,1,1,38,2,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,16,2,17,4.0,,,,,,,,,,,,,11.0,1.0,,,,,,,,,,,,,,,,,,,,,,,2,1,1,3,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0.822,0.0,0.0,0.0,1.22696,0.0,1.453778,0.0,1.973058,2.011578,0.0,1.67215,0.0,1.764861,0.0,1.879588,0.0,32163.054688
3032,5798,1.0.0 (2013-07-12),367,10466,5010466,5,12,ES,1,2,3,1,1,2,3,3,3,2,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2,2.0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,1,1,0,0,0,1,0,0,1,2,3,2,1,3,2.0,1.0,1.0,3,4,1,2,4,32,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,26,3,9,2.0,,,,,,,,,,,,,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,2,1,1,3,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0.9732,0.0,0.0,0.0,1.452649,0.0,1.721188,0.0,2.335986,2.381591,0.0,1.979728,0.0,2.089493,0.0,2.225323,0.0,38079.179688
3033,5798,1.0.0 (2013-07-12),367,10477,5010477,5,12,ES,2,4,1,1,3,1,2,1,2,4,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1,2.0,2,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2,0,1,1,0,1,0,0,0,2,1,1,1,2,4,2.0,1.0,1.0,1,3,1,2,3,17,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,0,4,18,4.0,,,,,,,,,,,,,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1.3747,0.0,0.0,0.0,2.051949,0.0,2.431276,0.0,3.299712,3.364131,0.0,2.796478,0.0,2.951527,0.0,3.143394,0.0,53788.992188
3034,5798,1.0.0 (2013-07-12),367,10516,5010516,5,12,ES,1,1,2,1,1,4,3,3,1,2,4.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,1,2.0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,2,3,0,0,0,0,0,1,0,0,1,3,4,1,1,3,2.0,1.0,2.0,1,3,1,3,1,44,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,17,2,19,4.0,,,,,,,,,,,,,9.0,5.0,,,,,,,,,,,,,,,,,,,,,,,2,1,1,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1.0776,0.0,0.0,0.0,1.608482,0.0,1.905829,0.0,2.586579,2.637076,0.0,2.192103,0.0,2.313643,0.0,2.464044,0.0,42164.121094
3035,5798,1.0.0 (2013-07-12),367,10562,5010562,5,12,ES,2,1,1,2,1,2,1,2,1,2,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,4,2.0,3,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,2,3,0,0,0,0,0,1,0,0,2,2,2,3,2,3,1.0,1.0,1.0,2,3,1,3,4,36,2,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,22,3,3,1.0,,,,,,,,,,,,,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,2,1,1,3,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0.9732,0.0,0.0,0.0,1.452649,0.0,1.721188,0.0,2.335986,2.381591,0.0,1.979728,0.0,2.089493,0.0,2.225323,0.0,38079.179688
3036,5798,1.0.0 (2013-07-12),367,10561,5010561,5,12,ES,1,2,1,2,1,4,1,2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,2.0,2,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,2,2,1,1,2,4,1.0,1.0,1.0,1,2,1,2,1,40,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,16,2,2,1.0,,,,,,,,,,,,,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0.9049,0.0,0.0,0.0,1.350701,0.0,1.600394,0.0,2.172045,2.214449,0.0,1.840789,0.0,1.94285,0.0,2.069148,0.0,35406.75
3037,5798,1.0.0 (2013-07-12),367,10571,5010571,5,12,ES,2,2,1,2,1,3,1,2,1,4,3.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0,4,2.0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,0,1,1,1,0,1,0,0,2,2,4,4,2,3,1.0,2.0,1.0,3,4,2,2,1,16,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,0,4,18,4.0,,,,,,,,,,,,,12.0,3.0,,,,,,,,,,,,,,,,,,,,,,,2,1,1,3,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1.0535,0.0,0.0,0.0,1.572509,0.0,1.863206,0.0,2.528731,2.578099,0.0,2.143078,0.0,2.2619,0.0,2.408937,0.0,41221.140625
3038,5798,1.0.0 (2013-07-12),367,10548,5010548,5,12,ES,2,3,3,1,1,2,3,3,3,2,3.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,4,2.0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,4,1,1,0,0,0,0,0,0,2,3,3,1,2,4,2.0,1.0,1.0,3,3,1,1,2,46,3,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,18,2,20,4.0,,,,,,,,,,,,,9.0,5.0,,,,,,,,,,,,,,,,,,,,,,,2,1,1,3,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1.0776,0.0,0.0,0.0,1.608482,0.0,1.905829,0.0,2.586579,2.637076,0.0,2.192103,0.0,2.313643,0.0,2.464044,0.0,42164.121094
3039,5798,1.0.0 (2013-07-12),367,10582,5010582,5,12,ES,2,1,2,2,2,1,2,2,3,2,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,1,2.0,3,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,2,1,1,1,1,1,1,0,0,2,2,2,1,1,3,2.0,1.0,1.0,1,3,1,3,1,47,3,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,15,1,15,3.0,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1,1,1,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0.7762,0.0,0.0,0.0,1.158596,0.0,1.372777,0.0,1.863124,1.899497,0.0,1.578982,0.0,1.666527,0.0,1.774862,0.0,30371.001953
3040,5798,1.0.0 (2013-07-12),367,10629,5010629,5,12,ES,2,3,3,2,2,3,3,3,2,5,2.0,4.0,1.0,3.0,2.0,2.0,4.0,3.0,3,2.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,2,0,1,0,0,0,1,0,0,2,2,2,1,1,3,1.0,1.0,1.0,3,3,1,1,3,37,2,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,23,3,20,4.0,,,,,,,,,,,,,12.0,3.0,,,,,,,,,,,,,,,,,,,,,,,3,1,1,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0.7858,0.0,0.0,0.0,1.172926,0.0,1.389755,0.0,1.886167,1.92299,0.0,1.59851,0.0,1.687139,0.0,1.796813,0.0,30746.628906
3041,5798,1.0.0 (2013-07-12),367,10570,5010570,5,12,ES,2,3,3,3,1,3,2,3,2,4,5.0,2.0,2.0,5.0,2.0,2.0,2.0,5.0,3,5.0,2,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4,1,1,1,1,1,1,0,0,2,2,2,1,1,5,2.0,1.0,1.0,4,2,1,2,4,32,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,22,3,6,2.0,,,,,,,,,,,,,16.0,2.0,,,,,,,,,,,,,,,,,,,,,,,2,1,1,3,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0.9031,0.0,0.0,0.0,1.348014,0.0,1.597211,0.0,2.167724,2.210044,0.0,1.837127,0.0,1.938986,0.0,2.065032,0.0,35336.320312
3042,5798,1.0.0 (2013-07-12),367,10804,5010804,5,12,ES,2,2,2,3,2,2,1,2,2,3,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4,2.0,2,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,1,1,1,1,1,1,0,0,1,2,2,1,1,5,1.0,1.0,1.0,2,2,1,1,4,29,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,18,2,20,4.0,,,,,,,,,,,,,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,2,1,1,3,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1.0679,0.0,0.0,0.0,1.594003,0.0,1.888674,0.0,2.563296,2.613338,0.0,2.172371,0.0,2.292817,0.0,2.441864,0.0,41784.582031
3043,5798,1.0.0 (2013-07-12),367,10815,5010815,5,12,ES,2,3,3,1,2,3,3,3,2,7,,,,,,,,,2,,2,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,4,1,1,0,0,0,0,0,0,2,2,2,4,1,3,1.0,1.0,2.0,1,4,1,2,4,31,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,21,3,11,2.0,,,,,,,,,,,,,16.0,2.0,,,,,,,,,,,,,,,,,,,,,,,1,1,1,3,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0.9031,0.0,0.0,0.0,1.348014,0.0,1.597211,0.0,2.167724,2.210044,0.0,1.837127,0.0,1.938986,0.0,2.065032,0.0,35336.320312
